
num_trips,average_duration,start_station_id,start_station_name,start_dockcount,end_station_id,end_station_name,end_dockcount,subscribers,customers
305,651.4590163934429,13,St James Park,15,6,San Pedro Square,15,280,25
304,1295.572368421053,46,Washington at Kearny,15,75,Mechanics Plaza (Market at Battery),19,264,40
304,418.39144736842127,62,2nd at Folsom,19,54,Embarcadero at Bryant,15,287,17
304,1233.677631578947,56,Beale at Market,19,71,Powell at Post (Union Square),19,220,84
303,554.2904290429045,7,Paseo de San Antonio,15,16,SJSU - San Salvador at 9th,15,258,45
303,3661.4488448844886,14,Arena Green / SAP Center,19,14,Arena Green / SAP Center,19,93,210
300,1651.4100000000008,71,Powell at Post (Union Square),19,66,South Van Ness at Market,19,141,159
299,978.6287625418057,58,San Francisco City Hall,19,66,South Van Ness at Market,19,235,64
299,494.1939799331105,33,Rengstorff Avenue / California Street,15,29,San Antonio Caltrain Station,23,271,28
299,759.5016722408028,63,Howard at 2nd,19,54,Embarcadero at Bryant,15,263,36
298,478.74161073825513,12,SJSU 4th at San Carlos,19,4,Santa Clara at Almaden,11,279,19
298,3891.204697986575,45,Commercial at Montgomery,15,45,Commercial at Montgomery,15,153,145
297,578.7373737373741,62,2nd at Folsom,19,46,Washington at Kearny,15,282,15
296,483.3614864864866,41,Clay at Battery,15,49,Spear at Folsom,19,263,33
295,1234.4440677966106,49,Spear at Folsom,19,67,Market at 10th,27,270,25
295,619.1322033898308,73,Grant Avenue at Columbus Avenue,19,63,Howard at 2nd,19,255,40
294,715.8061224489795,75,Mechanics Plaza (Market at Battery),19,57,5th at Howard,15,251,43
294,1093.197278911563,67,Market at 10th,27,49,Spear at Folsom,19,254,40
294,6626.136054421768,4,Santa Clara at Almaden,11,4,Santa Clara at Almaden,11,110,184
293,853.5255972696241,64,2nd at South Park,15,45,Commercial at Montgomery,15,271,22
293,447.71672354948765,41,Clay at Battery,15,63,Howard at 2nd,19,278,15
292,520.7089041095888,29,San Antonio Caltrain Station,23,33,Rengstorff Avenue / California Street,15,253,39
292,662.7226027397257,54,Embarcadero at Bryant,15,42,Davis at Jackson,15,265,27
290,688.5827586206901,41,Clay at Battery,15,54,Embarcadero at Bryant,15,234,56
288,1514.20138888889,49,Spear at Folsom,19,77,Market at Sansome,27,258,30
288,300.2777777777778,56,Beale at Market,19,51,Embarcadero at Folsom,19,276,12
288,443.2187499999998,45,Commercial at Montgomery,15,47,Post at Kearny,19,262,26
288,845.4062500000003,73,Grant Avenue at Columbus Avenue,19,68,Yerba Buena Center of the Arts (3rd @ Howard),19,202,86
288,409.1527777777776,42,Davis at Jackson,15,74,Steuart at Market,23,272,16
288,889.3402777777777,47,Post at Kearny,19,66,South Van Ness at Market,19,243,45
288,822.2534722222217,72,Civic Center BART (7th at Market),23,64,2nd at South Park,15,252,36
286,977.548951048951,46,Washington at Kearny,15,55,Temporary Transbay Terminal (Howard at Beale),23,281,5
286,2441.3951048951044,72,Civic Center BART (7th at Market),23,73,Grant Avenue at Columbus Avenue,19,213,73
285,3218.407017543859,62,2nd at Folsom,19,62,2nd at Folsom,19,135,150
285,808.2105263157896,64,2nd at South Park,15,56,Beale at Market,19,269,16
285,249.2456140350877,6,San Pedro Square,15,13,St James Park,15,267,18
285,609.9052631578944,62,2nd at Folsom,19,56,Beale at Market,19,267,18
284,7266.352112676058,9,Japantown,15,9,Japantown,15,129,155
284,2962.760563380282,71,Powell at Post (Union Square),19,76,Market at 4th,19,154,130
284,2793.352112676056,50,Harry Bridges Plaza (Ferry Building),23,46,Washington at Kearny,15,93,191
284,1783.954225352112,62,2nd at Folsom,19,60,Embarcadero at Sansome,15,118,166
284,1226.4929577464782,42,Davis at Jackson,15,73,Grant Avenue at Columbus Avenue,19,208,76
283,5497.802120141343,2,San Jose Diridon Caltrain Station,27,12,SJSU 4th at San Carlos,19,253,30
283,666.6855123674916,46,Washington at Kearny,15,56,Beale at Market,19,266,17
282,534.8404255319148,68,Yerba Buena Center of the Arts (3rd @ Howard),19,49,Spear at Folsom,19,238,44
282,811.1843971631206,66,South Van Ness at Market,19,63,Howard at 2nd,19,267,15
281,1588.985765124555,72,Civic Center BART (7th at Market),23,71,Powell at Post (Union Square),19,148,133
281,1229.9145907473298,39,Powell Street BART,19,45,Commercial at Montgomery,15,235,46
280,1351.5035714285698,46,Washington at Kearny,15,70,San Francisco Caltrain (Townsend at 4th),19,241,39
280,1108.5535714285725,51,Embarcadero at Folsom,19,76,Market at 4th,19,213,67
280,2237.167857142857,77,Market at Sansome,27,71,Powell at Post (Union Square),19,180,100
280,6861.035714285711,59,Golden Gate at Polk,23,59,Golden Gate at Polk,23,74,206
279,1120.9498207885308,67,Market at 10th,27,45,Commercial at Montgomery,15,249,30
278,1069.1582733812957,47,Post at Kearny,19,61,2nd at Townsend,27,218,60
278,912.1187050359714,61,2nd at Townsend,27,39,Powell Street BART,19,199,79
278,496.2230215827338,75,Mechanics Plaza (Market at Battery),19,46,Washington at Kearny,15,260,18
278,1348.4892086330944,76,Market at 4th,19,59,Golden Gate at Polk,23,193,85
278,7061.392086330937,6,San Pedro Square,15,6,San Pedro Square,15,66,212
277,1136.9061371841149,74,Steuart at Market,23,72,Civic Center BART (7th at Market),23,216,61
277,541.1480144404333,83,Mezes Park,15,22,Redwood City Caltrain Station,25,270,7
276,1998.2717391304336,64,2nd at South Park,15,73,Grant Avenue at Columbus Avenue,19,197,79
276,1016.521739130434,28,Mountain View Caltrain Station,23,31,San Antonio Shopping Center,15,232,44
274,650.1386861313866,54,Embarcadero at Bryant,15,63,Howard at 2nd,19,248,26
273,851.8754578754578,42,Davis at Jackson,15,48,Embarcadero at Vallejo,15,220,53
273,1678.6007326007327,7,Paseo de San Antonio,15,9,Japantown,15,226,47
273,557.7728937728934,49,Spear at Folsom,19,82,Broadway St at Battery St,15,260,13
272,763.2757352941175,63,Howard at 2nd,19,49,Spear at Folsom,19,248,24
272,730.2426470588233,63,Howard at 2nd,19,55,Temporary Transbay Terminal (Howard at Beale),23,252,20
271,749.5461254612549,47,Post at Kearny,19,75,Mechanics Plaza (Market at Battery),19,253,18
271,832.7970479704798,41,Clay at Battery,15,71,Powell at Post (Union Square),19,175,96
271,657.509225092251,47,Post at Kearny,19,42,Davis at Jackson,15,264,7
270,696.4740740740743,74,Steuart at Market,23,47,Post at Kearny,19,210,60
268,1579.921641791044,73,Grant Avenue at Columbus Avenue,19,62,2nd at Folsom,19,238,30
268,1548.9477611940304,62,2nd at Folsom,19,73,Grant Avenue at Columbus Avenue,19,218,50
268,984.4850746268658,49,Spear at Folsom,19,48,Embarcadero at Vallejo,15,195,73
268,929.4328358208954,49,Spear at Folsom,19,41,Clay at Battery,15,242,26
268,1067.8059701492532,70,San Francisco Caltrain (Townsend at 4th),19,58,San Francisco City Hall,19,242,26
267,709.7265917603,55,Temporary Transbay Terminal (Howard at Beale),23,46,Washington at Kearny,15,255,12
267,941.3745318352063,62,2nd at Folsom,19,71,Powell at Post (Union Square),19,210,57
266,885.7969924812029,47,Post at Kearny,19,39,Powell Street BART,19,223,43
265,1071.192452830189,72,Civic Center BART (7th at Market),23,46,Washington at Kearny,15,234,31
264,2641.477272727271,48,Embarcadero at Vallejo,15,73,Grant Avenue at Columbus Avenue,19,39,225
263,952.2015209125476,62,2nd at Folsom,19,72,Civic Center BART (7th at Market),23,236,27
263,1005.4866920152087,46,Washington at Kearny,15,64,2nd at South Park,15,246,17
263,939.3422053231943,67,Market at 10th,27,42,Davis at Jackson,15,249,14
262,895.9885496183205,72,Civic Center BART (7th at Market),23,41,Clay at Battery,15,233,29
261,3955.950191570881,10,San Jose City Hall,15,10,San Jose City Hall,15,186,75
261,2992.789272030652,50,Harry Bridges Plaza (Ferry Building),23,66,South Van Ness at Market,19,123,138
259,2732.6911196911183,60,Embarcadero at Sansome,15,65,Townsend at 7th,15,197,62
258,7727.589147286822,2,San Jose Diridon Caltrain Station,27,2,San Jose Diridon Caltrain Station,27,108,150
258,1264.6007751937973,68,Yerba Buena Center of the Arts (3rd @ Howard),19,72,Civic Center BART (7th at Market),23,167,91
258,1790.6860465116274,35,University and Emerson,11,36,California Ave Caltrain Station,15,121,137
258,1014.9147286821702,45,Commercial at Montgomery,15,67,Market at 10th,27,209,49
257,631.0622568093385,47,Post at Kearny,19,82,Broadway St at Battery St,15,227,30
255,915.5803921568628,66,South Van Ness at Market,19,45,Commercial at Montgomery,15,244,11
254,595.629921259842,64,2nd at South Park,15,54,Embarcadero at Bryant,15,206,48
254,1260.6062992125985,57,5th at Howard,15,61,2nd at Townsend,27,209,45
254,8074.759842519679,27,Mountain View City Hall,15,27,Mountain View City Hall,15,85,169
253,1353.1422924901194,66,South Van Ness at Market,19,58,San Francisco City Hall,19,220,33
251,1706.0876494023908,60,Embarcadero at Sansome,15,64,2nd at South Park,15,164,87
251,992.1474103585659,77,Market at Sansome,27,46,Washington at Kearny,15,208,43
251,774.4780876494021,71,Powell at Post (Union Square),19,49,Spear at Folsom,19,204,47
250,1111.1639999999995,66,South Van Ness at Market,19,68,Yerba Buena Center of the Arts (3rd @ Howard),19,213,37
249,4122.361445783131,39,Powell Street BART,19,71,Powell at Post (Union Square),19,121,128
249,762.9718875502006,39,Powell Street BART,19,64,2nd at South Park,15,196,53
248,1032.5080645161281,77,Market at Sansome,27,58,San Francisco City Hall,19,210,38
247,469.19838056680163,39,Powell Street BART,19,47,Post at Kearny,19,212,35
247,1048.777327935223,54,Embarcadero at Bryant,15,77,Market at Sansome,27,207,40
246,1643.878048780489,14,Arena Green / SAP Center,19,6,San Pedro Square,15,203,43
246,2028.1016260162605,54,Embarcadero at Bryant,15,76,Market at 4th,19,171,75
245,639.6040816326531,74,Steuart at Market,23,46,Washington at Kearny,15,192,53
245,1027.3224489795923,56,Beale at Market,19,65,Townsend at 7th,15,221,24
244,999.5286885245904,76,Market at 4th,19,82,Broadway St at Battery St,15,199,45
243,548.3621399176957,45,Commercial at Montgomery,15,51,Embarcadero at Folsom,19,226,17
242,1233.9710743801656,63,Howard at 2nd,19,72,Civic Center BART (7th at Market),23,212,30
241,451.5186721991701,47,Post at Kearny,19,57,5th at Howard,15,229,12
241,613.4315352697096,75,Mechanics Plaza (Market at Battery),19,47,Post at Kearny,19,207,34
240,1671.1499999999992,67,Market at 10th,27,73,Grant Avenue at Columbus Avenue,19,167,73
240,674.7708333333328,76,Market at 4th,19,51,Embarcadero at Folsom,19,195,45
239,704.7196652719665,72,Civic Center BART (7th at Market),23,47,Post at Kearny,19,191,48
239,672.7405857740587,57,5th at Howard,15,56,Beale at Market,19,212,27
238,799.878151260504,11,MLK Library,19,9,Japantown,15,186,52
238,858.7857142857144,71,Powell at Post (Union Square),19,55,Temporary Transbay Terminal (Howard at Beale),23,216,22
238,900.8655462184876,71,Powell at Post (Union Square),19,41,Clay at Battery,15,150,88
238,1160.8277310924375,76,Market at 4th,19,68,Yerba Buena Center of the Arts (3rd @ Howard),19,188,50
237,734.5316455696204,51,Embarcadero at Folsom,19,57,5th at Howard,15,183,54
237,1020.5443037974682,31,San Antonio Shopping Center,15,28,Mountain View Caltrain Station,23,196,41
235,1099.4042553191498,46,Washington at Kearny,15,69,San Francisco Caltrain 2 (330 Townsend),23,221,14
235,472.20425531914924,41,Clay at Battery,15,56,Beale at Market,19,212,23
235,2456.07659574468,73,Grant Avenue at Columbus Avenue,19,66,South Van Ness at Market,19,134,101
234,466.32905982905993,56,Beale at Market,19,63,Howard at 2nd,19,214,20
233,673.8583690987118,41,Clay at Battery,15,64,2nd at South Park,15,202,31
233,6188.785407725318,11,MLK Library,19,11,MLK Library,19,79,154
233,1393.8540772532185,49,Spear at Folsom,19,73,Grant Avenue at Columbus Avenue,19,199,34
232,8785.767241379312,37,Cowper at University,11,37,Cowper at University,11,59,173
232,1794.2327586206898,58,San Francisco City Hall,19,67,Market at 10th,27,158,74
231,681.1515151515148,42,Davis at Jackson,15,47,Post at Kearny,19,209,22
231,3349.8961038961043,39,Powell Street BART,19,48,Embarcadero at Vallejo,15,63,168
230,919.5565217391306,65,Townsend at 7th,15,56,Beale at Market,19,217,13
230,1170.0956521739126,45,Commercial at Montgomery,15,58,San Francisco City Hall,19,219,11
229,1777.262008733625,74,Steuart at Market,23,59,Golden Gate at Polk,23,199,30
229,1990.9606986899587,61,2nd at Townsend,27,67,Market at 10th,27,158,71
229,1225.6375545851524,56,Beale at Market,19,66,South Van Ness at Market,19,189,40
229,4719.593886462882,58,San Francisco City Hall,19,60,Embarcadero at Sansome,15,91,138
229,6156.069868995632,32,Castro Street and El Camino Real,11,32,Castro Street and El Camino Real,11,80,149
228,1222.4780701754387,57,5th at Howard,15,71,Powell at Post (Union Square),19,124,104
228,2320.241228070176,48,Embarcadero at Vallejo,15,75,Mechanics Plaza (Market at Battery),19,138,90
228,632.2850877192986,63,Howard at 2nd,19,41,Clay at Battery,15,209,19
228,938.2324561403508,72,Civic Center BART (7th at Market),23,45,Commercial at Montgomery,15,206,22
228,610.0657894736845,39,Powell Street BART,19,63,Howard at 2nd,19,196,32
227,1467.493392070484,75,Mechanics Plaza (Market at Battery),19,48,Embarcadero at Vallejo,15,155,72
227,979.0308370044053,55,Temporary Transbay Terminal (Howard at Beale),23,71,Powell at Post (Union Square),19,189,38
226,1247.3716814159288,75,Mechanics Plaza (Market at Battery),19,73,Grant Avenue at Columbus Avenue,19,172,54
226,926.3938053097345,68,Yerba Buena Center of the Arts (3rd @ Howard),19,71,Powell at Post (Union Square),19,95,131
226,1080.0176991150445,45,Commercial at Montgomery,15,66,South Van Ness at Market,19,196,30
225,1059.8177777777794,39,Powell Street BART,19,41,Clay at Battery,15,174,51
225,1596.2933333333337,80,Santa Clara County Civic Center,15,6,San Pedro Square,15,218,7
225,5872.364444444443,47,Post at Kearny,19,47,Post at Kearny,19,64,161
225,666.7333333333336,47,Post at Kearny,19,72,Civic Center BART (7th at Market),23,188,37
225,364.61777777777786,22,Redwood City Caltrain Station,25,83,Mezes Park,15,216,9
224,749.5178571428573,64,2nd at South Park,15,42,Davis at Jackson,15,204,20
223,5582.511210762326,50,Harry Bridges Plaza (Ferry Building),23,72,Civic Center BART (7th at Market),23,107,116
223,449.85201793721956,63,Howard at 2nd,19,47,Post at Kearny,19,201,22
223,293.09865470852026,49,Spear at Folsom,19,55,Temporary Transbay Terminal (Howard at Beale),23,220,3
222,710.9369369369368,7,Paseo de San Antonio,15,8,San Salvador at 1st,15,186,36
221,2213.4434389140283,50,Harry Bridges Plaza (Ferry Building),23,56,Beale at Market,19,170,51
221,860.9728506787333,49,Spear at Folsom,19,39,Powell Street BART,19,176,45
219,3540.8036529680376,76,Market at 4th,19,71,Powell at Post (Union Square),19,68,151
219,552.8310502283106,6,San Pedro Square,15,84,Ryland Park,15,190,29
218,461.71100917431176,54,Embarcadero at Bryant,15,62,2nd at Folsom,19,201,17
218,477.8623853211009,82,Broadway St at Battery St,15,49,Spear at Folsom,19,213,5
218,1563.4816513761477,65,Townsend at 7th,15,71,Powell at Post (Union Square),19,167,51
217,472.33179723502303,45,Commercial at Montgomery,15,74,Steuart at Market,23,178,39
217,2748.963133640552,26,Redwood City Medical Center,15,22,Redwood City Caltrain Station,25,203,14
216,402.9259259259258,82,Broadway St at Battery St,15,51,Embarcadero at Folsom,19,202,14
216,819.0231481481482,48,Embarcadero at Vallejo,15,42,Davis at Jackson,15,170,46
216,855.6944444444443,57,5th at Howard,15,75,Mechanics Plaza (Market at Battery),19,179,37
215,1659.4976744186054,58,San Francisco City Hall,19,50,Harry Bridges Plaza (Ferry Building),23,122,93
213,897.6431924882626,46,Washington at Kearny,15,47,Post at Kearny,19,149,64
212,993.4292452830189,41,Clay at Battery,15,72,Civic Center BART (7th at Market),23,185,27
212,787.7641509433962,9,Japantown,15,11,MLK Library,19,171,41
212,4692.04716981132,8,San Salvador at 1st,15,8,San Salvador at 1st,15,79,133
212,1054.806603773585,56,Beale at Market,19,72,Civic Center BART (7th at Market),23,172,40
211,426.9573459715643,84,Ryland Park,15,6,San Pedro Square,15,172,39
211,1123.7014218009474,64,2nd at South Park,15,66,South Van Ness at Market,19,181,30
211,733.8483412322279,57,5th at Howard,15,59,Golden Gate at Polk,23,171,40
211,1996.1990521327018,45,Commercial at Montgomery,15,73,Grant Avenue at Columbus Avenue,19,151,60
211,1341.2985781990524,64,2nd at South Park,15,72,Civic Center BART (7th at Market),23,178,33
210,2983.766666666668,42,Davis at Jackson,15,39,Powell Street BART,19,173,37
210,665.3999999999996,51,Embarcadero at Folsom,19,45,Commercial at Montgomery,15,186,24
210,982.8047619047618,46,Washington at Kearny,15,67,Market at 10th,27,180,30
209,443.91866028708125,75,Mechanics Plaza (Market at Battery),19,63,Howard at 2nd,19,196,13
209,520.574162679426,56,Beale at Market,19,68,Yerba Buena Center of the Arts (3rd @ Howard),19,184,25
209,530.5215311004788,75,Mechanics Plaza (Market at Battery),19,68,Yerba Buena Center of the Arts (3rd @ Howard),19,169,40
208,781.7211538461539,42,Davis at Jackson,15,63,Howard at 2nd,19,197,11
207,407.8695652173913,8,San Salvador at 1st,15,7,Paseo de San Antonio,15,177,30
207,762.6521739130434,68,Yerba Buena Center of the Arts (3rd @ Howard),19,54,Embarcadero at Bryant,15,157,50
207,866.3671497584543,54,Embarcadero at Bryant,15,68,Yerba Buena Center of the Arts (3rd @ Howard),19,164,43
206,555.1310679611647,41,Clay at Battery,15,62,2nd at Folsom,19,190,16
206,672.1310679611651,48,Embarcadero at Vallejo,15,49,Spear at Folsom,19,153,53
206,924.626213592233,59,Golden Gate at Polk,23,47,Post at Kearny,19,185,21
206,565.7864077669901,51,Embarcadero at Folsom,19,82,Broadway St at Battery St,15,183,23
206,1193.3592233009708,66,South Van Ness at Market,19,61,2nd at Townsend,27,170,36
205,2138.804878048781,35,University and Emerson,11,37,Cowper at University,11,138,67
205,849.7219512195121,41,Clay at Battery,15,74,Steuart at Market,23,162,43
